Preferred Asset Name,Preferred Domain,Site,Application,Function,Classification,System Type,VM ESX Host
P077RL2AAGT07,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL2AANA01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp03.epiqcorp.com
P077RL2AANA02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp00.epiqcorp.com
P077RL2ABLK01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL2ACON01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077RL2ACON02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL2ACON03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp03.epiqcorp.com
P077RL2ACON04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL2ACON05,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp04.epiqcorp.com
P077RL2ADTS01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL2AIMG01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL2AIMG02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL2AIMG03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL2AIMG04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL2AMSG01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077RL2APDF01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp03.epiqcorp.com
P077RL2APDF02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL2APRC01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL2APRC02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL2ASQL00,client,77,Relativity,Sql Server,PROD,Virtual,p077h158sql03.epiqcorp.com
P077RL2ASQL01,client.dtiglobal.com,77,Relativity,Sql Server,PROD,Virtual,p077h156sql03.epiqcorp.com
P077RL2ASQL02,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql01.epiqcorp.com
P077RL2ASQL03,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql04.epiqcorp.com
P077RL2AWEB01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077esxsup0104.epiqcorp.com
P077RL2AWEB02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077esxsup0101.epiqcorp.com
P077RL2AWEB03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077esxsup0105.epiqcorp.com
P077RL2AWEB04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077esxsup0105.epiqcorp.com
P077RL40AGT00,client,77,Relativity,Agent Server,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL40AGT01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077RL40AGT02,client,77,Relativity,Agent Server,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL40AGT03,client,77,Relativity,Agent Server,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077RL40AGT04,client,77,Relativity,Agent Server,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL40AGT05,client,77,Relativity,Agent Server,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077RL40AGT06,client,77,Relativity,Agent Server,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL40AGT07,client,77,Relativity,Agent Server,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077RL40ANA00,client,77,Relativity,Analytics Server,PROD,Virtual,p077esxsup0106.epiqcorp.com
P077RL40CON00,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL40CON01,client,77,Relativity,Agent Server,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL60ANL00,client,77,Relativity,Content Analytics,PROD,Virtual,p077h158cmp01.epiqcorp.com
P077RL60ANL01,client,77,Relativity,Content Analytics,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RTTUTIL01,client,77,Relativity,Utility Server,PROD,Virtual,p077esxsup0102.epiqcorp.com
P077SECR7CL01,epiqcorp,77,Rapid 7,Cluster & Cluster Number,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077SECR7SE01,epiqcorp,77,Rapid 7,SECURITY SOFTWARE,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077SECR7SE02,epiqcorp,77,Rapid 7,SECURITY SOFTWARE,PROD,Virtual,p077h158cmp02.epiqcorp.com
P077SECZPCN01,,77,Infosec,UNKNOWN,PROD,Virtual,p077h157cmp04.epiqcorp.com
P077SECZPCN02,,77,Infosec,UNKNOWN,PROD,Virtual,p077h158cmp05.epiqcorp.com
P077SFTPSNY01,client,77,Serv-U,FTP Server,PROD,Virtual,p077esxsup0103.epiqcorp.com
P077SISAPPS01,,77,UNKNOWN,UNKNOWN,PROD,Virtual,p077h158cmp01.epiqcorp.com
P077SKYLINE01,,77,Vmware,Vmware Skyline Collector,PROD,Virtual,p077h159cmp02.epiqcorp.com
p077sqlmgmt01,amer.epiqcorp.com,77,Infrastructure / It Utility,SQL Server,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077SQLMGMT02,corp,77,Infrastructure / It Utility,SQL Management Server,PROD,Virtual,p077h156sql01.epiqcorp.com
p077stgdcnm01,,77,Infrastructure / It Utility,Network Management,PROD,Virtual,p077esxlnx0103.epiqcorp.com
P077STORPTS01,client,77,Infrastructure / It Utility,Reporting Server - Storage,PROD,Virtual,p077h158cmp01.epiqcorp.com
P077SVNAGTS01,corp,77,Servicenow,Agent,PROD,Virtual,p077esxsup0102.epiqcorp.com
P077SVNAGTS02,corp,77,Servicenow,Agent,PROD,Virtual,p077esxsup0105.epiqcorp.com
P077TIQHSTS01,client,77,UNKNOWN,UNKNOWN,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077TSMVMBK02.corp.dtiglobal.com,,77,Spectrum Protect,UNKNOWN,PROD,Virtual,p077esxsup0101.epiqcorp.com
P077VCTSQLS01,client,77,Shared Sql Server,SQL Server,PROD,Virtual,p077h156sql00.epiqcorp.com
P077VCTSQLS10,client,77,Vector,SQL Server (Function),PROD,Virtual,p077h157sql05.epiqcorp.com
P077VDIFILE01,client,77,Vmware,"File Server (Generic, Isilon, etc)",PROD,Virtual,p077h159cmp00.epiqcorp.com
P077VEMBKUP01,amer,77,Backup,Backup Device / Target,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077VENSQL01,client,77,Venio,SQL,PROD,Virtual,p077h158cmp00.epiqcorp.com
P077VENSQL02,client,77,Venio,SQL,PROD,Virtual,p077h158cmp03.epiqcorp.com
p077vmwvcsa01,,77,Vmware,vmware view server,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077VRLIPRX01,,77,Vmware,vRealize Log Insight Collector,PROD,Virtual,p077h156cmp05.epiqcorp.com
p077vrops-proxy02.epiqcorp.com,,77,Vmware,vRealize Operations Collector,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077VROPSPRX01,,77,vmware,vRealize Operations Collector,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077VROPSPRX02,,77,Vmware,vRealize Operations Collector,PROD,Virtual,p077h159cmp03.epiqcorp.com
P077vSANutil1,epiqcorp,77,Utility,Utility,PROD,Virtual,p077h159cmp05.epiqcorp.com
P077vSANutil2,epiqcorp,77,Vsan,Utility Server,PROD,Virtual,p077h159cmp05.epiqcorp.com
P077vSANutil3,epiqcorp,77,Vsan,Utility Server,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077vSANutil4,epiqcorp,77,Vsan,Utility Server,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077vSANutil5,epiqcorp,77,Utility,Utility,PROD,Virtual,p077h158cmp03.epiqcorp.com
P077VTNAPPS01,uscust.local,77,Veriton Edge,application server,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077VTNAPPS02,uscust.local,77,Veriton Edge,application server,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077XMPDIR01,amer,77,Xmpie Application (Soon To Replace Openprint),DIRECTOR SERVER,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077XMPDIR02,amer,77,Xmpie Application (Soon To Replace Openprint),DIRECTOR SERVER,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077XMPEXT01,amer,77,Xmpie Application (Soon To Replace Openprint),UNKNOWN,PROD,Virtual,p077h158cmp01.epiqcorp.com
P077XMPEXT02,amer,77,Xmpie Application (Soon To Replace Openprint),UNKNOWN,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077XMPSQL01,amer,77,Xmpie Application (Soon To Replace Openprint),Sql Server,PROD,Virtual,p077h159cmp05.epiqcorp.com
P077XMPWEB01,amer,77,Xmpie Application (Soon To Replace Openprint),Web Server,PROD,Virtual,p077h159cmp05.epiqcorp.com
P077XMPWEB02,amer,77,Xmpie Application (Soon To Replace Openprint),Web Server,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077ZVMDR01,amer,77,Zerto,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P078ABYINPAS01,eucust,78,Abby,Process Worker,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ABYINPAS02,eucust,78,Abby,Process Worker,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ABYINPAS03,eucust,78,Abby,Process Worker,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ABYINPAS04,eucust,78,Abby,Process Worker,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ABYINPAS05,eucust,78,Abby,Process Worker,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ABYINPAS06,eucust,78,Abby,Process Worker,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ABYINPAS07,eucust,78,Abby,Process Worker,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ABYINPAS08,eucust,78,Abby,Process Worker,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ABYINPAS09,eucust,78,Abby,Process Worker,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ABYSCHD01,eucust,78,Abby,Scheduling Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ADSECDC05,eucust,78,Active Directory,Domain Controller,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ADSECDC06,eucust,78,Active Directory,Domain Controller,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ADSEUDC03,euro,78,Active Directory,Domain Controller,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078ADSEUDC04,euro,78,Active Directory,Domain Controller,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078AF1ZRDC1,,64,Network Management,UNKNOWN,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078AF2ZRDC1,,64,Network Management,UNKNOWN,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078APPSQLS01,eucust,78,Nuix,SQL Server,PROD,Virtual,p078esxhc0102.epiqcorp.com
p078cordns10,amer.epiqcorp.com,62,Network Management,DNS,PROD,Virtual,p078esxhc0103.epiqcorp.com
p078cordns11,amer.epiqcorp.com,62,Network Management,DNS,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078EDSFILE01,eucust,78,Infrastructure / It Utility,File Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078ESRSS01,,78,Storage Support Server,SQL Reporting Services,PROD,Virtual,p078esxhc0105.epiqcorp.com
P078GOADIRS01,eucust,78,Go Anywhere,Application Server,PROD,Virtual,p078esxhc0103.epiqcorp.com
P078GOAGTWY01,eucust,78,Go Anywhere,Application Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
p078goagtwy02,eucust.local,78,Go Anywhere,Application Server,PROD,Virtual,p078esxhc0103.epiqcorp.com
p078goamdba01,eucust.local,78,Go Anywhere,Database Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078GOAMFTS02,,78,Go Anywhere,Application Server,PROD,Virtual,p078esxhc0105.epiqcorp.com
P078GOASVCS01,eucust,78,Go Anywhere,Application Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078JMPUTIL01,eucust,78,Jump Box,Utility Server - jump box,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078MCEMDIST01,epiqcorp.com,78,Mcem,Relay,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078NETMGMT01,euro,78,Network Management,Management Server - network support server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078NETMGMT02,eucust,78,Network Management,Management Server - network support server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078NUIXAPPS01.eucust.local,eucust,78,Nuix,Application Server,PROD,Physical,
P078PASINPA01,eucust.local,78,Dmx,UNKNOWN,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078PASINPA02,eucust,78,Dmx,Input / Ingestion Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078PASINPA03,eucust,78,Dmx,Input / Ingestion Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078PASINPA04,eucust,78,Dmx,Input / Ingestion Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078PASINPA05,eucust,78,Dmx,Input / Ingestion Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078POLAPPS01,eucust,78,Solarwinds,Poller Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078POLAPPS02,eucust,78,Solarwinds,Poller Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078RDSGTWY01,eucust,78,Rds,Gateway Server; Remote Desktop Session Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RDSHSTS01,eucust,78,Rds,Remote Desktop Session Server,PROD,Virtual,p078esxhc0103.epiqcorp.com
P078RDSHSTS02,eucust,78,Rds,Remote Desktop Session Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELAGTA01,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078RELAGTA02,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078RELAGTA03,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078RELAGTA04,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELAGTA05,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078RELAGTA06,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0102.epiqcorp.com
P078RELAGTA07,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELAGTA08,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELAGTA09,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078RELANLA01,eucust,78,Relativity,Content Analytics,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELANLA02,eucust,78,Relativity,Content Analytics,PROD,Virtual,p078esxhc0103.epiqcorp.com
P078RELBLK01,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0102.epiqcorp.com
P078RELBLK02,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELDTSA01,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELINVA01,eucust,78,Relativity,Invariant Worker,PROD,Virtual,p078esxhc0102.epiqcorp.com
P078RELINVA02,eucust,78,Relativity,Invariant Worker,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078RELINVA03,eucust,78,Relativity,Invariant Worker,PROD,Virtual,p078esxhc0102.epiqcorp.com
P078RELMSG01,eucust,78,Relativity,Message Broker,PROD,Virtual,p078esxhc0102.epiqcorp.com
P078RELPFDA01,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELSPDS01,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELSPDS02,eucust,78,Relativity,Agent Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELSVBA01,eucust,78,Relativity,Message Broker,PROD,Virtual,p078esxhc0105.epiqcorp.com
P078RELWEBA01,eucust,78,Relativity,Web Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078RELWEBA02,eucust,78,Relativity,Web Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RELWEBA03,eucust,78,Relativity,Web Server,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078RL2SSQL00,eucust,78,Relativity,SQL,PROD,Virtual,p078esxhc0103.epiqcorp.com
P078RL2SSQL01,eucust,78,Relativity,SQL,PROD,Virtual,p078esxhc0105.epiqcorp.com
P078SECR7CL01,epiqcorp,78,Rapid 7,Cluster & Cluster Number,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078SECR7SE01,epiqcorp,78,Rapid 7,SECURITY SOFTWARE,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078SECR7SE02,epiqcorp,78,Rapid 7,SECURITY SOFTWARE,PROD,Virtual,p078esxhc0101.epiqcorp.com
P078SECUTIL01,euro,78,Infosec,Utility Server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078SECZPCN01,,78,zScaler,security boundary server,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078SMTPHUB01,eucust,78,Smtp Gateway Server,UNKNOWN,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078SQLMGMT01,eucust,78,Infrastructure / It Utility,Database Support,PROD,Virtual,p078esxhc0104.epiqcorp.com
P078VTNADMN01,,78,Veriton Edge,UNKNOWN,PROD,Virtual,p078esxhc0104.epiqcorp.com
p078vtnproc01,eucust.local,78,Veriton Edge,Process Worker,PROD,Virtual,p078esxhc0102.epiqcorp.com
p078vtnproc02,eucust.local,78,Centrify,Process Worker,PROD,Virtual,p078esxhc0103.epiqcorp.com
P081ADSGCDNS01,gcdomain,81,Active Directory,Domain Controller,PROD,Virtual,gcgesxhc0203.epiqcorp.com
P081ECALBNS01,gcdomain,81,Libor,"Contains data purchased from Bloomberg, as well as our own developed analytics, to support the LIBOR Bondholder Settlement project (ECA.043169).",PROD,Virtual,p054esxhc0302.epiqcorp.com
P081GCGSQLS03,gcdomain,81,Class,SQL Server,PROD,Virtual,gcgesxhc0205.epiqcorp.com
P081SECR7SE01,epiqcorp,81,Rapid 7,SECURITY SOFTWARE,PROD,Virtual,gcgesxhc0203.epiqcorp.com
P081SECR7SE02,epiqcorp,81,Rapid 7,SECURITY SOFTWARE,PROD,Virtual,gcgesxhc0204.epiqcorp.com
p081tsmbkup02,amer.epiqcorp.com,54,Spectrum Protect,Backup Device / Target,PROD,Virtual,gcgesxhc0203.epiqcorp.com
P082ABYPRC01,cacust,82,Abby,Process Worker,PROD,Virtual,p082n13cmp14.epiqcorp.com
P082ABYPRC02,cacust,82,Abby,Process Worker,PROD,Virtual,p082n13cmp05.epiqcorp.com
P082ABYPRC03,cacust,82,Abby,Process Worker,PROD,Virtual,p082n13cmp13.epiqcorp.com
P082ABYPRC04,cacust,82,Abby,Process Worker,PROD,Virtual,p082n13cmp05.epiqcorp.com
P082ABYPRC05,cacust,82,Abby,Process Worker,PROD,Virtual,p082n13cmp01.epiqcorp.com
P082ABYPRC06,cacust,82,Abby,Process Worker,PROD,Virtual,p082n13cmp14.epiqcorp.com
P082ABYPRC07,cacust,82,Abby,Process Worker,PROD,Virtual,p082n13cmp14.epiqcorp.com
P082ABYPRC08,cacust,82,Abby,Process Worker,PROD,Virtual,p082n13cmp15.epiqcorp.com
P082ABYPRC09,cacust,82,Abby,Process Worker,PROD,Virtual,p082n13cmp15.epiqcorp.com
P082ABYSRV01,cacust,82,Abby,Scheduling Server,PROD,Virtual,p082n13cmp15.epiqcorp.com
P082ADSAMDC04,amer,82,Active Directory,Domain Controller,PROD,Virtual,p082n13cmp15.epiqcorp.com
P082ADSAMDC05,amer,82,Active Directory,Domain Controller,PROD,Virtual,p082n13cmp01.epiqcorp.com
P082ADSAMDC06,amer,82,Active Directory,Domain Controller,PROD,Virtual,p082n13cmp02.epiqcorp.com
P082ADSCCDC03,cacust,82,Active Directory,Domain Controller,PROD,Virtual,p082n13cmp04.epiqcorp.com
P082ADSCCDC04,cacust,82,Active Directory,Domain Controller,PROD,Virtual,p082n13cmp15.epiqcorp.com
P082ADSEQDC05,epiqcorp,82,Active Directory,Domain Controller,PROD,Virtual,p082n13cmp01.epiqcorp.com
P082APSMGMT01,cacust,82,Dmx,Application Services Management,PROD,Virtual,p082n13cmp15.epiqcorp.com
P082BDPCTXPRES1,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp09.epiqcorp.com
P082BDPCTXPRES2,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp12.epiqcorp.com
P082BDPRLWEB00,cacust,82,Relativity,Web,PROD,Virtual,p082n13cmp06.epiqcorp.com
P082BDPRLWEB01,cacust,82,Relativity,Web,PROD,Virtual,p082n13cmp06.epiqcorp.com
P082BUILDS01,cacust,82,Dmx,UNKNOWN,PROD,Virtual,p082n13cmp12.epiqcorp.com
P082CFYCCMGMT01,cacust,82,Centrify,Management,PROD,Virtual,p082n13cmp14.epiqcorp.com
P082CIBCXFER01,,82,UNKNOWN,UNKNOWN,PROD,Virtual,p082n13cmp04.epiqcorp.com
P082CLSCHKBOX01,cacust,82,Checkbox,UNKNOWN,PROD,Virtual,p082n13cmp05.epiqcorp.com
P082CLSSQLS01,amer,82,Checkbox,SQL Server,PROD,Virtual,p082n13cmp12.epiqcorp.com
p082cor2dns10,amer.epiqcorp.com,82,Network Management,Dns,PROD,Virtual,p082n13cmp13.epiqcorp.com
P082COR2DNS11,,82,Network Management,Dns,PROD,Virtual,p082n13cmp12.epiqcorp.com
p082cordns10,amer.epiqcorp.com,62,Network Management,DNS,PROD,Virtual,p082n13cmp12.epiqcorp.com
p082cordns11,amer.epiqcorp.com,62,Network Management,DNS,PROD,Virtual,p082n13cmp11.epiqcorp.com
P082CTXCCSS01,cacust,82,Citrix XenApp - External,Citrix Cloud Connector,PROD,Virtual,p082n13cmp15.epiqcorp.com
P082CTXCCSS02,cacust,82,Citrix XenApp - External,Citrix Cloud Connector,PROD,Virtual,p082n13cmp13.epiqcorp.com
P082CTXCCSS03,cacust,82,Citrix XenApp - External,Citrix Cloud Connector,PROD,Virtual,p082n13cmp05.epiqcorp.com
P082CTXDHCP01,cacust,82,Citrix XenApp - External,IP Address Assignment,PROD,Virtual,p082n13cmp12.epiqcorp.com
P082CTXDHCP02,cacust,82,Citrix XenApp - External,IP Address Assignment,PROD,Virtual,p082n13cmp01.epiqcorp.com
P082CTXFAS01,cacust,82,Citrix XenApp - External,Citrix Federated Services,PROD,Virtual,p082n13cmp07.epiqcorp.com
P082CTXFAS02,cacust,82,Citrix XenApp - External,Citrix Federated Services,PROD,Virtual,p082n13cmp15.epiqcorp.com
P082CTXLICS01,cacust,82,Citrix XenApp - External,Citrix License Server,PROD,Virtual,p082n13cmp01.epiqcorp.com
P082CTXPRES01,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp11.epiqcorp.com
P082CTXPRES02,cacust,82,Citrix Xenapp,Citrix,PROD,Virtual,p082n13cmp06.epiqcorp.com
P082CTXPRES03,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp03.epiqcorp.com
P082CTXPRES04,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp09.epiqcorp.com
P082CTXPRES05,cacust,82,Citrix Xenapp,Citrix,PROD,Virtual,p082n13cmp11.epiqcorp.com
P082CTXPRES06,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp01.epiqcorp.com
P082CTXPRES07,cacust,82,Citrix Xenapp,Citrix,PROD,Virtual,p082n13cmp01.epiqcorp.com
P082CTXPRES08,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp15.epiqcorp.com
P082CTXPRES09,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp14.epiqcorp.com
P082CTXPRES10,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp02.epiqcorp.com
P082CTXPVSS01,cacust,82,Citrix XenApp - External,Citrix Provisioning Services,PROD,Virtual,p082n13cmp02.epiqcorp.com
P082CTXPVSS02,cacust.local,82,Citrix XenApp - External,Citrix Provisioning Services,PROD,Virtual,p082n13cmp13.epiqcorp.com
P082CTXSQLS01,cacust,82,Citrix XenApp - External,SQL Server,PROD,Virtual,p082n13cmp02.epiqcorp.com
P082CTXSTFR01,cacust,82,Citrix XenApp - External,Citrix StoreFront,PROD,Virtual,p082n13cmp10.epiqcorp.com
P082CTXSTFR02,cacust,82,Citrix XenApp - External,Citrix StoreFront,PROD,Virtual,p082n13cmp06.epiqcorp.com
P082D29CTXPRES1,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp10.epiqcorp.com
P082D29CTXPRES2,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp01.epiqcorp.com
P082D29RLINV00,cacust,82,Relativity,Invariant Worker,PROD,Virtual,p082n13cmp09.epiqcorp.com
P082D29RLWEB00,cacust,82,Relativity,Web Server,PROD,Virtual,p082n13cmp14.epiqcorp.com
P082D29RLWEB01,cacust,82,Relativity,Web Server,PROD,Virtual,p082n13cmp08.epiqcorp.com
P082DATAIQ01,,82,Infrastructure / It Utility,Storage Support Server,PROD,Virtual,p082n13cmp06.epiqcorp.com
P082DAVCTXPRES1,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp06.epiqcorp.com
P082DAVCTXPRES2,cacust,82,Citrix XenApp - External,Citrix Presentation Server (Citrix Xen),PROD,Virtual,p082n13cmp14.epiqcorp.com
P082DAVRLWEB00,cacust,82,Relativity,Web,PROD,Virtual,p082n13cmp10.epiqcorp.com
P082DAVRLWEB01,cacust,82,Relativity,Web,PROD,Virtual,p082n13cmp08.epiqcorp.com
P082DCMGMT01,amer,82,Utility Management Server,Management Server,PROD,Virtual,p082n13cmp09.epiqcorp.com
P082DCMGMT02,amer,82,Utility Management Server,Management Server,PROD,Virtual,p082n13cmp13.epiqcorp.com
P082DENINV00,cacust,82,Relativity,Web,PROD,Virtual,p082n13cmp08.epiqcorp.com
P082DENRLWEB00,cacust,82,Relativity,Web,PROD,Virtual,p082n13cmp10.epiqcorp.com
P082DENRLWEB01,cacust,82,Relativity,Web,PROD,Virtual,p082n13cmp14.epiqcorp.com
P082DHCPMGT01,epiqcorp,82,Network Management,Dhcp,PROD,Virtual,p082n13cmp10.epiqcorp.com
P082DHCPMGT02,epiqcorp,82,Network Management,Dhcp,PROD,Virtual,p082n13cmp01.epiqcorp.com
p082dmxappa01,cacust.local,82,Dmx,DCD Server,PROD,Virtual,p082n13cmp01.epiqcorp.com
p082dmxappa02,cacust.local,82,Dmx,DCD Server,PROD,Virtual,p082n13cmp01.epiqcorp.com
p082dmxappa03,cacust.local,82,Dmx,DCD Server,PROD,Virtual,p082n13cmp08.epiqcorp.com
